,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,label
1653,0.48,0.5,0.5,0.49,0.51,0.62,0.45,0.52,0.6,0.55,0.57,0.57,0.57,0.57,0.57,0.57,0.54,0.55,0.54,0
1654,0.5,0.5,0.5,0.49,0.52,0.62,0.45,0.59,0.57,0.55,0.57,0.57,0.57,0.57,0.57,0.57,0.54,0.55,0.54,0
1655,0.52,0.5,0.5,0.53,0.51,0.62,0.45,0.56,0.62,0.56,0.58,0.58,0.58,0.58,0.58,0.58,0.55,0.56,0.54,0
1656,0.49,0.5,0.5,0.49,0.51,0.62,0.45,0.56,0.56,0.54,0.57,0.57,0.57,0.57,0.57,0.57,0.55,0.55,0.54,0
1657,0.5,0.5,0.5,0.49,0.52,0.62,0.45,0.52,0.54,0.54,0.57,0.57,0.57,0.57,0.57,0.57,0.54,0.55,0.54,0
1658,0.51,0.5,0.5,0.49,0.52,0.62,0.45,0.68,0.64,0.55,0.58,0.57,0.57,0.57,0.57,0.58,0.54,0.55,0.54,0
1659,0.47,0.5,0.5,0.53,0.52,0.62,0.45,0.56,0.6,0.55,0.58,0.58,0.58,0.57,0.58,0.58,0.55,0.56,0.54,0
1660,0.49,0.5,0.5,0.49,0.5,0.62,0.44,0.51,0.52,0.57,0.59,0.59,0.58,0.58,0.58,0.59,0.56,0.57,0.55,0
1661,0.51,0.5,0.5,0.49,0.51,0.62,0.43,0.57,0.57,0.57,0.59,0.59,0.59,0.59,0.59,0.59,0.56,0.57,0.55,0
1662,0.52,0.5,0.5,0.49,0.49,0.62,0.43,0.48,0.56,0.57,0.59,0.59,0.59,0.59,0.59,0.59,0.56,0.57,0.56,0
1663,0.56,0.5,0.5,0.49,0.51,0.62,0.43,0.6,0.54,0.57,0.6,0.6,0.59,0.59,0.59,0.6,0.56,0.57,0.56,0
1664,0.57,0.5,0.5,0.53,0.51,0.62,0.43,0.49,0.58,0.57,0.59,0.59,0.59,0.59,0.59,0.59,0.56,0.57,0.55,0
1665,0.55,0.5,0.5,0.49,0.5,0.62,0.44,0.7,0.56,0.57,0.59,0.59,0.59,0.58,0.59,0.59,0.55,0.57,0.56,0
1666,0.53,0.5,0.5,0.49,0.53,0.62,0.44,0.47,0.63,0.57,0.59,0.59,0.59,0.59,0.59,0.59,0.55,0.57,0.55,0
1667,0.57,0.5,0.5,0.49,0.51,0.62,0.43,0.49,0.54,0.58,0.6,0.6,0.59,0.59,0.59,0.6,0.57,0.58,0.56,0
1668,0.53,0.5,0.5,0.49,0.53,0.62,0.43,0.62,0.62,0.58,0.59,0.59,0.59,0.59,0.59,0.59,0.57,0.57,0.56,0
1669,0.48,0.5,0.5,0.49,0.51,0.62,0.43,0.41,0.54,0.57,0.6,0.6,0.59,0.59,0.59,0.6,0.56,0.57,0.56,0
1670,0.48,0.5,0.5,0.49,0.52,0.62,0.43,0.51,0.59,0.58,0.6,0.6,0.6,0.59,0.6,0.6,0.58,0.58,0.56,0
1671,0.52,0.5,0.5,0.53,0.51,0.62,0.43,0.59,0.57,0.58,0.6,0.6,0.6,0.6,0.6,0.6,0.56,0.58,0.56,0
1672,0.5,0.5,0.5,0.49,0.52,0.62,0.42,0.64,0.57,0.59,0.61,0.61,0.61,0.61,0.61,0.61,0.57,0.59,0.57,0
1673,0.51,0.5,0.5,0.49,0.51,0.62,0.41,0.62,0.59,0.59,0.61,0.61,0.61,0.61,0.61,0.61,0.58,0.59,0.57,0
1674,0.49,0.5,0.5,0.49,0.53,0.62,0.4,0.56,0.61,0.6,0.62,0.62,0.62,0.62,0.62,0.62,0.6,0.6,0.58,0
1675,0.52,0.5,0.5,0.49,0.52,0.62,0.4,0.61,0.59,0.61,0.63,0.63,0.63,0.63,0.63,0.63,0.59,0.61,0.58,0
1676,0.53,0.5,0.5,0.49,0.51,0.62,0.39,0.68,0.63,0.6,0.64,0.64,0.63,0.64,0.63,0.64,0.59,0.61,0.59,0
1677,0.52,0.5,0.5,0.49,0.53,0.62,0.38,0.64,0.62,0.62,0.64,0.64,0.64,0.64,0.64,0.64,0.61,0.62,0.59,0
1678,0.53,0.5,0.5,0.49,0.53,0.62,0.38,0.65,0.61,0.63,0.65,0.65,0.65,0.65,0.65,0.65,0.61,0.63,0.6,0
1679,0.51,0.5,0.5,0.49,0.51,0.62,0.36,0.69,0.65,0.64,0.67,0.67,0.67,0.67,0.67,0.67,0.64,0.64,0.61,0
1680,0.52,0.5,0.5,0.49,0.52,0.62,0.35,0.63,0.68,0.65,0.68,0.68,0.68,0.68,0.68,0.68,0.65,0.66,0.63,0
1681,0.49,0.5,0.5,0.49,0.48,0.62,0.33,0.6,0.71,0.67,0.7,0.7,0.69,0.7,0.69,0.7,0.65,0.67,0.64,0
1682,0.52,0.5,0.5,0.49,0.51,0.62,0.32,0.67,0.68,0.69,0.71,0.71,0.7,0.7,0.7,0.71,0.67,0.69,0.64,0
1683,0.5,0.5,0.5,0.49,0.5,0.62,0.31,0.64,0.64,0.7,0.72,0.72,0.71,0.72,0.71,0.72,0.68,0.7,0.66,0
1684,0.51,0.5,0.5,0.53,0.51,0.62,0.39,0.59,0.68,0.61,0.63,0.63,0.62,0.63,0.62,0.63,0.6,0.61,0.58,0
1685,0.49,0.5,0.5,1.0,0.5,0.62,0.43,1.0,0.51,0.6,0.55,0.55,0.56,0.56,0.56,0.55,0.73,0.57,1.0,0
1686,0.47,0.5,0.5,0.49,0.49,0.62,0.11,1.0,0.84,0.92,0.88,0.88,0.89,0.87,0.89,0.88,1.0,0.89,1.0,0
1687,0.51,0.5,0.5,0.49,0.5,0.94,0.08,1.0,0.86,0.94,0.89,0.89,0.9,0.89,0.9,0.89,1.0,0.92,1.0,0
1688,0.5,0.5,0.5,0.49,0.49,0.94,0.05,1.0,0.98,0.95,0.89,0.89,0.9,0.89,0.9,0.89,1.0,0.95,1.0,0
1689,0.52,0.5,0.5,0.53,0.5,0.94,0.04,1.0,1.0,0.96,0.9,0.9,0.91,0.9,0.91,0.9,1.0,0.97,1.0,0
1690,0.49,0.5,0.5,0.49,0.51,0.94,0.02,1.0,0.9,0.97,0.92,0.91,0.92,0.91,0.92,0.91,1.0,0.98,1.0,0
1691,0.5,0.5,0.5,0.49,0.5,0.94,0.01,1.0,0.96,0.99,0.92,0.92,0.93,0.93,0.93,0.92,1.0,1.0,1.0,0
1692,0.48,0.5,0.5,0.49,0.51,0.94,0.0,0.82,1.0,1.0,0.94,0.93,0.94,0.93,0.94,0.94,1.0,1.0,1.0,0
1693,0.48,0.5,0.5,0.49,0.5,0.94,0.0,0.76,1.0,1.0,0.94,0.94,0.95,0.94,0.95,0.94,1.0,1.0,1.0,0
1694,0.51,0.5,0.5,0.53,0.5,0.94,0.0,0.95,1.0,1.0,0.95,0.95,0.96,0.96,0.96,0.95,1.0,1.0,1.0,0
1695,0.51,0.5,0.5,0.49,0.5,0.94,0.0,1.0,1.0,1.0,0.96,0.96,0.97,0.96,0.97,0.96,1.0,1.0,1.0,0
1696,0.49,0.5,0.5,0.53,0.5,0.94,0.0,1.0,1.0,1.0,0.97,0.97,0.98,0.99,0.98,0.97,1.0,1.0,1.0,0
1697,0.53,0.5,0.5,0.53,0.49,0.94,0.0,1.0,1.0,1.0,0.98,0.98,0.99,0.99,0.99,0.97,1.0,1.0,1.0,0
1698,0.5,0.5,0.5,0.49,0.51,0.94,0.0,0.84,0.99,1.0,0.97,0.97,0.98,0.99,0.98,0.97,1.0,1.0,1.0,0
1699,0.51,0.5,0.5,0.49,0.49,0.94,0.0,0.95,1.0,1.0,0.97,0.97,0.98,0.99,0.98,0.97,1.0,1.0,1.0,0
1700,0.47,0.5,0.5,0.53,0.51,0.94,0.0,0.96,0.96,1.0,0.95,0.96,0.96,0.98,0.96,0.95,1.0,1.0,0.96,0
1701,0.51,0.5,0.5,0.53,0.49,0.94,0.0,1.0,1.0,1.0,0.95,0.95,0.96,0.97,0.96,0.95,1.0,1.0,0.96,0
1702,0.5,0.5,0.5,0.53,0.5,0.94,0.0,0.87,0.96,1.0,0.94,0.95,0.95,0.97,0.95,0.94,1.0,1.0,0.95,0
1703,0.51,0.5,0.5,0.49,0.5,0.94,0.0,0.82,0.97,1.0,0.93,0.94,0.94,0.96,0.94,0.93,0.99,1.0,0.93,0
1704,0.49,0.5,0.5,0.49,0.5,0.94,0.02,0.92,0.99,1.0,0.92,0.93,0.93,0.95,0.93,0.92,0.98,0.99,0.92,0
1705,0.51,0.5,0.5,0.53,0.5,0.94,0.03,0.92,1.0,0.99,0.91,0.92,0.92,0.94,0.92,0.91,0.96,0.98,0.91,0
1706,0.5,0.5,0.5,0.53,0.5,0.94,0.05,1.0,0.91,0.97,0.9,0.9,0.91,0.92,0.91,0.9,0.95,0.96,0.9,0
1707,0.5,0.5,0.5,0.56,0.5,0.94,0.08,0.78,0.94,0.92,0.88,0.88,0.89,0.89,0.89,0.88,0.93,0.93,0.89,0
1708,0.5,0.5,0.5,0.49,0.51,0.94,0.11,0.84,0.87,0.91,0.86,0.86,0.87,0.87,0.87,0.86,0.91,0.9,0.87,0
1709,0.49,0.5,0.5,0.49,0.5,0.62,0.12,0.88,0.93,0.89,0.85,0.85,0.85,0.85,0.85,0.85,0.88,0.88,0.86,0
1710,0.5,0.5,0.5,0.53,0.49,0.62,0.15,0.74,0.89,0.86,0.82,0.82,0.83,0.82,0.83,0.82,0.85,0.85,0.83,0
1711,0.52,0.5,0.5,0.49,0.5,0.62,0.18,0.71,0.75,0.83,0.8,0.8,0.81,0.8,0.81,0.8,0.83,0.83,0.81,0
1712,0.53,0.5,0.5,0.49,0.5,0.62,0.2,0.8,0.77,0.8,0.78,0.78,0.79,0.79,0.79,0.78,0.81,0.81,0.79,0
1713,0.5,0.5,0.5,0.49,0.51,0.62,0.23,0.66,0.76,0.77,0.75,0.75,0.76,0.75,0.76,0.75,0.78,0.78,0.77,0
1714,0.49,0.5,0.5,0.49,0.49,0.62,0.26,0.81,0.75,0.75,0.73,0.73,0.74,0.73,0.74,0.73,0.76,0.75,0.75,0
1715,0.5,0.5,0.5,0.53,0.51,0.62,0.28,0.67,0.75,0.73,0.71,0.71,0.71,0.7,0.71,0.71,0.73,0.72,0.73,0
1716,0.5,0.5,0.5,0.53,0.51,0.62,0.3,0.71,0.7,0.7,0.69,0.69,0.7,0.69,0.7,0.69,0.71,0.7,0.71,0
1717,0.49,0.5,0.5,0.49,0.51,0.62,0.33,0.7,0.64,0.68,0.67,0.66,0.67,0.66,0.67,0.67,0.69,0.67,0.69,0
1718,0.51,0.5,0.5,0.49,0.51,0.62,0.35,0.61,0.65,0.67,0.65,0.65,0.66,0.64,0.66,0.65,0.67,0.65,0.67,0
1719,0.52,0.5,0.5,0.49,0.51,0.62,0.38,0.55,0.65,0.63,0.63,0.62,0.63,0.62,0.63,0.63,0.64,0.63,0.64,0
1720,0.49,0.5,0.5,0.49,0.51,0.29,0.4,0.57,0.58,0.6,0.6,0.6,0.61,0.59,0.61,0.6,0.62,0.6,0.62,0
1721,0.48,0.5,0.5,0.49,0.53,0.29,0.42,0.57,0.61,0.59,0.58,0.58,0.59,0.57,0.59,0.58,0.61,0.58,0.61,0
1722,0.49,0.5,0.5,0.49,0.52,0.29,0.44,0.5,0.57,0.56,0.56,0.56,0.57,0.54,0.57,0.56,0.58,0.56,0.59,0
1723,0.49,0.5,0.5,0.49,0.52,0.29,0.46,0.52,0.51,0.54,0.54,0.54,0.54,0.52,0.54,0.54,0.56,0.54,0.57,0
1724,0.49,0.5,0.5,0.49,0.51,0.29,0.48,0.45,0.52,0.53,0.52,0.52,0.52,0.51,0.52,0.52,0.54,0.52,0.55,0
1725,0.48,0.5,0.5,0.49,0.53,0.29,0.5,0.52,0.47,0.5,0.5,0.5,0.51,0.49,0.51,0.5,0.53,0.5,0.53,0
1726,0.5,0.5,0.5,0.49,0.52,0.29,0.52,0.46,0.47,0.5,0.49,0.48,0.49,0.47,0.49,0.49,0.51,0.48,0.51,0
1727,0.48,0.5,0.5,0.49,0.51,0.29,0.53,0.44,0.52,0.48,0.48,0.47,0.48,0.46,0.48,0.48,0.49,0.47,0.5,0
1728,0.49,0.5,0.5,0.52,0.52,0.3,0.57,0.54,0.44,0.44,0.44,0.43,0.44,0.43,0.44,0.44,0.44,0.43,0.42,0
1729,0.5,0.5,0.5,0.49,0.52,0.3,0.59,0.39,0.47,0.41,0.41,0.41,0.41,0.4,0.41,0.41,0.41,0.41,0.4,0
1730,0.48,0.5,0.5,0.49,0.52,0.3,0.61,0.32,0.47,0.4,0.39,0.39,0.39,0.38,0.39,0.39,0.38,0.39,0.38,0
1731,0.49,0.5,0.5,0.49,0.51,0.3,0.63,0.35,0.4,0.36,0.37,0.37,0.37,0.36,0.37,0.37,0.36,0.37,0.37,0
1732,0.5,0.5,0.5,0.52,0.51,0.3,0.65,0.32,0.36,0.35,0.36,0.36,0.36,0.35,0.36,0.36,0.36,0.35,0.36,0
1733,0.5,0.5,0.5,0.49,0.51,0.3,0.66,0.37,0.35,0.35,0.35,0.35,0.35,0.34,0.35,0.35,0.34,0.35,0.35,0
1734,0.49,0.5,0.5,0.49,0.5,0.3,0.67,0.33,0.32,0.34,0.34,0.33,0.34,0.33,0.34,0.34,0.33,0.33,0.34,0
1735,0.48,0.5,0.5,0.49,0.49,0.3,0.68,0.33,0.31,0.33,0.32,0.32,0.33,0.32,0.33,0.33,0.32,0.32,0.33,0
1736,0.49,0.5,0.5,0.49,0.51,0.3,0.69,0.31,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.32,0
1737,0.48,0.5,0.5,0.49,0.49,0.3,0.7,0.32,0.28,0.29,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.31,0
1738,0.49,0.5,0.5,0.49,0.49,0.3,0.71,0.23,0.27,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.29,0.3,0
1739,0.48,0.5,0.5,0.49,0.48,0.3,0.72,0.24,0.28,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.28,0.29,0
1740,0.48,0.5,0.5,0.49,0.47,0.3,0.73,0.22,0.29,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.28,0
1741,0.49,0.5,0.5,0.49,0.48,0.3,0.74,0.32,0.25,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.27,0
1742,0.49,0.5,0.5,0.52,0.48,0.3,0.75,0.26,0.24,0.25,0.25,0.25,0.25,0.26,0.25,0.25,0.26,0.26,0.27,0
1743,0.49,0.5,0.5,0.49,0.48,0.3,0.75,0.25,0.23,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0
1744,0.48,0.5,0.5,0.49,0.48,0.3,0.76,0.19,0.26,0.23,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.25,0
1745,0.49,0.5,0.5,0.49,0.47,0.3,0.77,0.3,0.24,0.23,0.23,0.23,0.23,0.24,0.23,0.23,0.24,0.24,0.25,0
1746,0.48,0.5,0.5,0.49,0.47,0.3,0.77,0.29,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.23,0.24,0
1747,0.48,0.5,0.5,0.49,0.45,0.3,0.78,0.28,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.23,0.24,0
1748,0.48,0.5,0.5,0.49,0.45,0.3,0.78,0.28,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.24,0
1749,0.48,0.5,0.5,0.52,0.45,0.3,0.79,0.28,0.21,0.22,0.21,0.21,0.21,0.22,0.21,0.21,0.21,0.22,0.23,0
1750,0.49,0.5,0.5,0.49,0.46,0.3,0.79,0.24,0.23,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.23,0
1751,0.48,0.5,0.5,0.49,0.44,0.3,0.8,0.24,0.21,0.21,0.2,0.2,0.2,0.21,0.2,0.2,0.21,0.21,0.22,0
1752,0.48,0.5,0.5,0.49,0.45,0.3,0.8,0.22,0.19,0.19,0.2,0.2,0.2,0.21,0.2,0.2,0.2,0.2,0.22,0
1753,0.48,0.5,0.5,0.49,0.44,0.3,0.8,0.23,0.16,0.19,0.19,0.2,0.19,0.2,0.19,0.19,0.2,0.2,0.22,0
1754,0.48,0.5,0.5,0.49,0.45,0.3,0.81,0.25,0.16,0.18,0.19,0.19,0.19,0.2,0.19,0.19,0.18,0.2,0.21,0
1755,0.48,0.5,0.5,0.49,0.44,0.3,0.81,0.22,0.19,0.17,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.2,0.21,0
1756,0.48,0.5,0.5,0.49,0.45,0.3,0.81,0.26,0.18,0.17,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.21,0
1757,0.48,0.5,0.5,0.49,0.44,0.3,0.82,0.2,0.18,0.17,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.19,0.21,0
1758,0.48,0.5,0.5,0.49,0.45,0.3,0.82,0.21,0.18,0.17,0.18,0.18,0.18,0.19,0.18,0.17,0.17,0.19,0.2,0
1759,0.48,0.5,0.5,0.49,0.48,0.3,0.82,0.26,0.26,0.17,0.17,0.18,0.18,0.19,0.18,0.17,0.17,0.19,0.2,0
1760,0.48,0.5,0.5,0.49,0.46,0.3,0.82,0.25,0.16,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.18,0.2,0
1761,0.48,0.5,0.5,0.49,0.45,0.3,0.82,0.24,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.18,0.2,0
1762,0.48,0.5,0.5,0.49,0.44,0.3,0.82,0.19,0.18,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.16,0.18,0.19,0
1763,0.48,0.5,0.5,0.49,0.45,0.3,0.83,0.23,0.16,0.17,0.17,0.17,0.17,0.18,0.17,0.16,0.16,0.18,0.19,0
1764,0.48,0.5,0.5,0.49,0.44,0.3,0.83,0.22,0.17,0.17,0.16,0.17,0.16,0.18,0.16,0.16,0.16,0.18,0.19,0
1765,0.48,0.5,0.5,0.49,0.44,0.3,0.83,0.21,0.15,0.17,0.16,0.17,0.16,0.18,0.16,0.16,0.16,0.18,0.19,0
1766,0.48,0.5,1.0,0.49,0.58,0.3,0.81,0.27,0.15,0.18,0.16,0.16,0.16,0.18,0.16,0.16,0.18,0.17,0.21,0
1767,0.48,0.5,1.0,0.52,0.78,0.3,0.75,0.28,0.24,0.19,0.16,0.16,0.16,0.18,0.16,0.16,0.23,0.17,0.25,0
1768,0.48,0.5,1.0,0.49,0.79,0.3,0.76,0.18,0.24,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.21,0.17,0.22,0
1769,0.48,0.5,0.5,0.49,0.44,0.3,0.83,0.34,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.17,0.19,0
1770,0.48,0.5,0.5,0.49,0.47,0.3,0.83,0.3,0.22,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.17,0.19,0
1771,0.48,0.5,0.5,0.49,0.48,0.3,0.84,0.29,0.19,0.17,0.15,0.16,0.16,0.17,0.16,0.15,0.16,0.17,0.18,0
1772,0.48,0.5,0.5,0.49,0.47,0.3,0.83,0.2,0.15,0.17,0.16,0.16,0.16,0.17,0.16,0.15,0.16,0.17,0.19,0
1773,0.48,0.5,0.5,0.49,0.44,0.3,0.84,0.24,0.14,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.17,0.18,0
1774,0.48,0.5,0.5,0.49,0.45,0.3,0.84,0.23,0.14,0.17,0.15,0.16,0.16,0.17,0.16,0.15,0.16,0.17,0.18,0
1775,0.48,0.5,0.5,0.49,0.45,0.3,0.84,0.25,0.16,0.17,0.15,0.16,0.15,0.17,0.15,0.15,0.16,0.17,0.19,0
1776,0.48,0.5,0.5,0.49,0.45,0.3,0.84,0.25,0.18,0.17,0.15,0.16,0.16,0.17,0.16,0.15,0.16,0.17,0.18,0
1777,0.48,0.5,0.5,0.49,0.44,0.3,0.84,0.28,0.18,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.17,0.18,0
1778,0.48,0.5,0.5,0.49,0.45,0.3,0.84,0.31,0.17,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.17,0.18,0
1779,0.48,0.5,0.5,0.49,0.44,0.3,0.84,0.27,0.15,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.17,0.18,0
1780,0.48,0.5,0.5,0.49,0.46,0.3,0.83,0.22,0.16,0.17,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.17,0.18,0
1781,0.48,0.5,0.5,0.49,0.48,0.3,0.83,0.21,0.17,0.17,0.16,0.16,0.16,0.18,0.16,0.16,0.16,0.17,0.19,0
1782,0.48,0.5,0.5,0.49,0.49,0.3,0.83,0.22,0.15,0.17,0.16,0.17,0.16,0.18,0.16,0.16,0.16,0.17,0.19,0
1783,0.48,0.5,0.5,0.49,0.49,0.3,0.83,0.29,0.15,0.17,0.16,0.17,0.16,0.18,0.16,0.16,0.16,0.18,0.19,0
1784,0.48,0.5,0.5,0.49,0.45,0.3,0.83,0.25,0.16,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.16,0.18,0.19,0
1785,0.48,0.5,0.5,0.49,0.45,0.3,0.82,0.31,0.15,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.18,0.19,0
1786,0.48,0.5,0.5,0.49,0.44,0.3,0.82,0.16,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.18,0.2,0
1787,0.48,0.5,0.5,0.49,0.44,0.3,0.82,0.2,0.16,0.17,0.17,0.18,0.17,0.19,0.17,0.17,0.17,0.18,0.2,0
1788,0.48,0.5,0.5,0.49,0.45,0.3,0.82,0.21,0.19,0.17,0.18,0.18,0.18,0.19,0.18,0.18,0.17,0.19,0.2,0
1789,0.48,0.5,0.5,0.49,0.46,0.3,0.81,0.23,0.19,0.18,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.21,0
1790,0.48,0.5,0.5,0.52,0.46,0.3,0.81,0.22,0.17,0.17,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.2,0.21,0
1791,0.48,0.5,0.5,0.49,0.46,0.3,0.81,0.19,0.24,0.18,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.2,0.21,0
1792,0.48,0.5,0.5,0.52,0.46,0.3,0.8,0.29,0.29,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.22,0
1793,0.48,0.5,0.5,0.49,0.46,0.3,0.79,0.28,0.24,0.21,0.2,0.21,0.2,0.21,0.2,0.2,0.21,0.21,0.22,0
1794,0.48,0.5,0.5,0.49,0.46,0.3,0.79,0.27,0.21,0.23,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.23,0
1795,0.49,0.5,0.5,0.49,0.46,0.3,0.78,0.22,0.2,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.22,0.24,0
1796,0.48,0.5,0.5,0.49,0.47,0.3,0.78,0.31,0.22,0.23,0.22,0.22,0.22,0.23,0.22,0.22,0.22,0.23,0.24,0
1797,0.48,0.5,0.5,0.49,0.47,0.3,0.77,0.32,0.2,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.24,0.25,0
1798,0.48,0.5,0.5,0.49,0.48,0.3,0.76,0.28,0.22,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.26,0
1799,0.48,0.5,0.5,0.52,0.47,0.3,0.76,0.3,0.22,0.24,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0
1800,0.48,0.5,0.5,0.49,0.47,0.3,0.75,0.38,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.25,0.27,0
1801,0.48,0.5,0.5,0.49,0.48,0.3,0.74,0.38,0.22,0.27,0.27,0.27,0.27,0.26,0.27,0.27,0.27,0.27,0.28,0
1802,0.49,0.5,0.5,0.49,0.47,0.3,0.73,0.34,0.25,0.28,0.27,0.27,0.27,0.27,0.27,0.28,0.27,0.27,0.28,0
1803,0.49,0.5,0.5,0.49,0.49,0.3,0.72,0.37,0.28,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.29,0
1804,0.48,0.5,0.5,0.49,0.5,0.3,0.71,0.29,0.27,0.29,0.3,0.29,0.29,0.29,0.29,0.3,0.29,0.29,0.3,0
1805,0.48,0.5,0.5,0.52,0.48,0.3,0.7,0.25,0.3,0.29,0.31,0.3,0.3,0.3,0.3,0.31,0.31,0.3,0.31,0
1806,0.48,0.5,0.5,0.65,0.5,0.3,0.69,0.28,0.32,0.29,0.32,0.31,0.31,0.31,0.31,0.32,0.32,0.31,0.32,0
1807,0.49,0.5,0.5,0.49,0.5,0.3,0.68,0.32,0.29,0.33,0.33,0.32,0.33,0.32,0.33,0.33,0.33,0.32,0.33,0
1808,0.5,0.5,0.5,0.49,0.51,0.3,0.68,0.25,0.34,0.34,0.33,0.33,0.33,0.32,0.33,0.33,0.32,0.33,0.33,0
1809,0.49,0.5,0.5,0.49,0.49,0.3,0.67,0.23,0.31,0.34,0.34,0.34,0.34,0.33,0.34,0.34,0.33,0.34,0.34,0
1810,0.49,0.5,0.5,0.49,0.51,0.3,0.66,0.26,0.35,0.35,0.35,0.35,0.35,0.34,0.35,0.35,0.35,0.34,0.35,0
1811,0.49,0.5,0.5,0.49,0.5,0.3,0.65,0.31,0.34,0.35,0.36,0.36,0.36,0.35,0.36,0.36,0.35,0.35,0.36,0
1812,0.48,0.5,0.5,0.49,0.5,0.3,0.64,0.36,0.36,0.35,0.37,0.37,0.37,0.36,0.37,0.37,0.37,0.36,0.37,0
1813,0.48,0.5,0.5,0.49,0.51,0.3,0.63,0.43,0.43,0.37,0.38,0.37,0.38,0.37,0.38,0.38,0.39,0.37,0.37,0
1814,0.48,0.5,0.5,0.49,0.52,0.3,0.63,0.38,0.42,0.38,0.38,0.38,0.38,0.37,0.38,0.38,0.38,0.38,0.38,0
1815,0.48,0.5,0.5,0.49,0.49,0.3,0.62,0.39,0.4,0.39,0.39,0.39,0.39,0.38,0.39,0.39,0.39,0.38,0.38,0
1816,0.49,0.5,0.5,0.49,0.52,0.3,0.61,0.32,0.38,0.4,0.4,0.39,0.4,0.38,0.4,0.4,0.39,0.39,0.38,0
1817,0.49,0.5,0.5,0.49,0.52,0.3,0.61,0.33,0.4,0.4,0.4,0.4,0.4,0.39,0.4,0.4,0.41,0.39,0.39,0
1818,0.51,0.5,0.5,0.49,0.51,0.3,0.6,0.33,0.4,0.4,0.41,0.4,0.41,0.39,0.41,0.41,0.41,0.4,0.4,0
1819,0.48,0.5,0.5,0.49,0.5,0.3,0.6,0.31,0.36,0.41,0.41,0.41,0.41,0.4,0.41,0.41,0.41,0.4,0.4,0
1820,0.48,0.5,0.5,0.49,0.51,0.3,0.59,0.36,0.42,0.41,0.42,0.42,0.42,0.41,0.42,0.42,0.42,0.41,0.41,0
1821,0.49,0.5,0.5,0.49,0.48,0.3,0.58,0.37,0.41,0.42,0.43,0.43,0.43,0.41,0.43,0.43,0.43,0.42,0.41,0
1822,0.49,0.5,0.5,0.49,0.48,0.3,0.58,0.45,0.48,0.43,0.44,0.43,0.43,0.42,0.43,0.44,0.43,0.43,0.42,0
1823,0.49,0.5,0.5,0.49,0.52,0.3,0.57,0.28,0.47,0.44,0.44,0.44,0.44,0.42,0.44,0.44,0.43,0.43,0.42,0
1824,0.48,0.5,0.5,0.49,0.5,0.3,0.57,0.36,0.43,0.45,0.44,0.44,0.44,0.42,0.44,0.44,0.43,0.43,0.42,0
