Data,ClassEntropy,ClassProbabilityMax,ClassProbabilityMean,ClassProbabilityMin,ClassProbabilitySTD,DatasetRatio,InverseDatasetRatio,KurtosisMax,KurtosisMean,KurtosisMin,KurtosisSTD,Landmark1NN,LandmarkDecisionNodeLearner,LandmarkDecisionTree,LandmarkLDA,LandmarkNaiveBayes,LandmarkRandomNodeLearner,LogDatasetRatio,LogInverseDatasetRatio,LogNumberOfFeatures,LogNumberOfInstances,NumberOfCategoricalFeatures,NumberOfClasses,NumberOfFeatures,NumberOfFeaturesWithMissingValues,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,PCAFractionOfComponentsFor95PercentVariance,PCAKurtosisFirstPC,PCASkewnessFirstPC,PercentageOfFeaturesWithMissingValues,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,RatioNominalToNumerical,RatioNumericalToNominal,SkewnessMax,SkewnessMean,SkewnessMin,SkewnessSTD,SymbolsMax,SymbolsMean,SymbolsMin,SymbolsSTD,SymbolsSum
162,0.961946978,0.614332,0.5,0.385668,0.114332,3.00E-06,333333.3333,-1.195188025,-1.197399959,-1.199973679,0.001970412,0.882271001,0.684055999,0.885465002,0.841803999,0.840318998,0.682409996,-12.71689827,12.71689827,1.098612289,13.81551056,0,2,3,0,1000000,0,0,3,1,-0.417528629,-0.005727136,0,0,0,0,0,0.000128255,-0.000661951,-0.001061802,0.000558774,0,0,0,0,0
164,1,0.5,0.5,0.5,0,0.537735849,1.859649123,0,0,0,0,0.811666667,0.713333333,0.773333333,0.766666667,0.878333333,0.355,-0.620387826,0.620387826,4.043051268,4.663439094,57,2,57,0,106,0,0,0,0.333333333,1.220580669,1.109858911,0,0,0,0,0,0,0,0,0,4,4,4,0,228
18,3.321928095,0.1,0.1,0.1,0,0.003,333.3333333,0.076297063,-0.537895933,-1.038760772,0.377207081,0.6605,0.1995,0.639,0.745,0.6035,0.198,-5.80914299,5.80914299,1.791759469,7.60090246,0,10,6,0,2000,0,0,6,0.5,-1.156086206,0.016988302,0,0,0,0,0,1.007726192,0.531168339,-0.062789634,0.334673703,0,0,0,0,0
180,1.869659715,0.468163742,0.142857143,0.012129392,0.172651374,0.000489161,2044.314815,14.48280993,2.3643145,-1.954471838,4.560751921,0.826537498,0.468806904,0.817415361,0.645765991,0.361417831,0.468163756,-7.622817958,7.622817958,3.988984047,11.61180201,40,7,54,0,110393,0,0,14,0.191489362,-0.79994663,0.181943318,0,0,0,2.857142857,0.35,4.059902699,0.781741913,-1.190191849,1.490131379,2,2,2,0,80
181,2.490417636,0.311994609,0.1,0.003369272,0.111007453,0.005390836,185.5,105.3787314,28.56036257,0.453474522,43.21447029,0.533587358,0.407035634,0.492491269,0.592767371,0.139559624,0.331530681,-5.223054882,5.223054882,2.079441542,7.302496424,0,10,8,0,1484,0,0,8,1,0.737032175,0.589043915,0,0,0,0,0,10.26649189,2.909882022,-1.789829254,4.363986995,0,0,0,0,0
182,2.483361876,0.238102644,0.166666667,0.097200622,0.061903977,0.005598756,178.6111111,1.276058674,-0.154930036,-0.920045633,0.833370675,0.904646295,0.437161627,0.863751833,0.839949586,0.796873228,0.427679837,-5.185210879,5.185210879,3.583518938,8.768729817,0,6,36,0,6430,0,0,36,0.166666667,-1.029975891,0.107174456,0,0,0,0,0,0.919280946,0.040450801,-0.67385453,0.55773719,0,0,0,0,0
183,3.602007148,0.164950922,0.035714286,0.000239406,0.049574983,0.00191525,522.125,76.70122497,11.12824687,-0.046857232,26.77114314,0.191704247,0.208903803,0.205036435,0.264096249,0.102168946,0.203853264,-6.257907023,6.257907023,2.079441542,8.337348564,1,28,8,0,4177,0,0,7,0.4,-0.438298552,0.0431529,0,0,0,0.142857143,7,3.165983879,0.625616004,-0.639643443,1.170924024,3,3,3,0,3
184,3.504159021,0.162282578,0.055555556,0.000962361,0.052067414,0.000213858,4676,0,0,0,0,0.373433616,0.190726426,0.800045285,0.359459162,0.11819071,0.162282993,-8.450198323,8.450198323,1.791759469,10.24195779,6,18,6,0,28056,0,0,0,0.775,-1.378393026,-0.005692777,0,0,0,0,0,0,0,0,0,8,6.666666667,4,1.885618083,40
187,1.566822277,0.398876404,0.333333333,0.269662921,0.052767801,0.073033708,13.69230769,2.012806301,-0.026964602,-1.089675426,0.873105889,0.943347953,0.589927331,0.897404971,0.994444444,0.977777778,0.553338923,-2.616834193,2.616834193,2.564949357,5.18178355,0,3,13,0,178,0,0,13,0.769230769,-1.253902197,-0.100623973,0,0,0,0,0,1.088914871,0.347210755,-0.304689825,0.45097868,0,0,0,0,0
189,0.622582859,0.844848633,0.5,0.155151367,0.344848633,0.000976563,1024,-1.176488996,-1.190848387,-1.200009608,0.007232847,0.8967262,0.844848817,0.866579665,0.865970354,0.875123996,0.844848817,-6.931471806,6.931471806,2.079441542,9.010913347,0,2,8,0,8192,0,0,8,1,-0.3483634,-0.004279712,0,0,0,0,0,0.01022109,-0.002423232,-0.035992678,0.013746263,0,0,0,0,0
197,4.974974984,0.056030273,0.017857143,0.00012207,0.018994822,0.002563477,390.0952381,617.6975708,82.64278857,0.901858295,144.6673166,0.207328887,0.069370346,0.186098347,0.196889624,0.147037254,0.069954144,-5.96639091,5.96639091,3.044522438,9.010913347,0,56,21,0,8192,0,0,21,0.619047619,3.641834259,1.567580938,0,0,0,0,0,21.53807831,5.397368661,-0.791519582,4.963388974,0,0,0,0,0
20,3.321928095,0.1,0.1,0.1,0,0.12,8.333333333,0,0,0,0,0.9585,0.192,0.861,0.819,0.7345,0.195,-2.120263536,2.120263536,5.480638923,7.60090246,240,10,240,0,2000,0,0,0,0.423543689,-0.804969546,-0.197643778,0,0,0,0,0,0,0,0,0,7,6.866666667,5,0.490464632,1648
209,0.991223253,0.555096419,0.5,0.444903581,0.055096419,0.00137741,726,10.76923752,3.048028151,-0.816184998,5.459720297,0.51656473,0.544087666,0.505067108,0.558753823,0.553682467,0.544087666,-6.587550015,6.587550015,1.098612289,7.686162303,0,2,3,0,2178,0,0,3,1,0.833331585,0.839292943,0,0,0,0,0,3.273695707,0.820768575,-0.857283056,1.773240051,0,0,0,0,0
21,1.20574097,0.700231481,0.25,0.037615741,0.270516283,0.003472222,288,0,0,0,0,0.773725275,0.700258699,0.972263372,0.889437217,0.802510386,0.700258699,-5.66296048,5.66296048,1.791759469,7.454719949,6,4,6,0,1728,0,0,0,0.714285714,-1.2231648,0.055820528,0,0,0,0,0,0,0,0,0,4,3.5,3,0.5,21
22,3.321928095,0.1,0.1,0.1,0,0.0235,42.55319149,4.356184806,0.730559918,-0.991933346,1.403124379,0.781,0.1955,0.6795,0.8115,0.733,0.1895,-3.750754858,3.750754858,3.850147602,7.60090246,0,10,47,0,2000,0,0,47,0.340425532,-0.053253412,-0.254941016,0,0,0,0,0,1.793253303,0.790236819,0.005487385,0.482084194,0,0,0,0,0
223,4.590167443,0.075789474,0.035714286,0.001052632,0.018381114,0.009473684,105.5555556,-0.022757774,-0.780567527,-1.302802086,0.411967049,0.543055246,0.124787512,0.444969532,0.371237348,0.308684115,0.116248614,-4.659237407,4.659237407,2.197224577,6.856461985,0,28,9,0,950,0,0,9,0.555555556,-1.609116554,-0.162241936,0,0,0,0,0,0.746087551,-0.018734075,-0.660188735,0.444761041,0,0,0,0,0
225,4.254746502,0.101196289,0.041666667,0.000366211,0.025343697,0.000976563,1024,-1.18555975,-1.194595247,-1.203291416,0.006295541,0.106176858,0.105962533,0.122908542,0.157273798,0.162655121,0.101203254,-6.931471806,6.931471806,2.079441542,9.010913347,0,24,8,0,8192,0,0,8,1,-0.344699383,0.009637383,0,0,0,0,0,0.018374521,-0.005739256,-0.021809902,0.013301737,0,0,0,0,0
227,4.974974984,0.056030273,0.017857143,0.00012207,0.018994822,0.001464844,682.6666667,313.5569924,77.02154015,0.901858295,101.4846848,0.194885149,0.071562786,0.181883436,0.173585696,0.168608068,0.085991073,-6.526006697,6.526006697,2.48490665,9.010913347,0,56,12,0,8192,0,0,12,0.75,9.271140099,1.568273664,0,0,0,0,0,13.89530563,5.073375578,-0.791519582,4.287186673,0,0,0,0,0
23,1.539034583,0.427019688,0.333333333,0.226069246,0.082597563,0.00610998,163.6666667,2.120951534,0.588093715,-0.944764104,1.532857819,0.44125258,0.439973532,0.480685695,0.470494722,0.42082006,0.427025625,-5.097831839,5.097831839,2.197224577,7.295056416,7,3,9,0,1473,0,0,2,0.541666667,-0.039609906,0.576421248,0,0,0,3.5,0.285714286,1.265435193,0.760811587,0.256187982,0.504623606,4,3.142857143,2,0.989743319,22
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1.7164959,0.333333333,0.2,0.000154321,0.15327718,0.000617284,1620,0,0,0,0,0.789667326,0.662500432,0.998610991,0.5452139,0.840662079,0.332176324,-7.390181428,7.390181428,2.079441542,9.46962297,8,5,8,0,12960,0,0,0,0.666666667,-2,6.98E-18,0,0,0,0,0,0,0,0,0,5,3.375,2,0.856956825,27
275,1.787065986,0.591549296,0.166666667,0.028169014,0.196581353,0.873239437,1.14516129,66.01431812,11.96333282,-1.611366299,22.78271495,0.588484848,0.576406926,0.493549784,0.285584416,0.494935065,0.60974026,-0.135545492,0.135545492,4.127134385,4.262679877,0,6,62,0,71,0,0,62,0.241935484,-0.595494509,-0.186766654,0,0,0,0,0,8.247081757,1.67937637,-5.755262375,3.071079772,0,0,0,0,0
276,1.310029886,0.675675676,0.25,0.040540541,0.254703741,0.837837838,1.193548387,69.01364897,12.4181272,-1.607208584,23.82125699,0.593650794,0.696428571,0.632142857,0.413095238,0.321230159,0.696428571,-0.176930708,0.176930708,4.127134385,4.304065093,0,4,62,0,74,0,0,62,0.241935484,-0.584714651,-0.283148408,0,0,0,0,0,8.426960945,1.711451757,-5.835168839,3.123991579,0,0,0,0,0
277,1.543706343,0.608108108,0.25,0.067567568,0.211195941,0.837837838,1.193548387,69.01364897,12.4181272,-1.607208584,23.82125699,0.516666667,0.602777778,0.533333333,0.333333333,0.461111111,0.618055556,-0.176930708,0.176930708,4.127134385,4.304065093,0,4,62,0,74,0,0,62,0.241935484,-0.584714651,-0.283148408,0,0,0,0,0,8.426960945,1.711451757,-5.835168839,3.123991579,0,0,0,0,0
278,1.235829884,0.72972973,0.25,0.040540541,0.278670144,0.837837838,1.193548387,69.01364897,12.4181272,-1.607208584,23.82125699,0.905595238,0.824007937,0.82718254,0.555833333,0.627261905,0.688492063,-0.176930708,0.176930708,4.127134385,4.304065093,0,4,62,0,74,0,0,62,0.241935484,-0.584714651,-0.283148408,0,0,0,0,0,8.426960945,1.711451757,-5.835168839,3.123991579,0,0,0,0,0
279,2.331572915,0.509720131,0.090909091,0.001616332,0.139023753,0.001638473,610.3243243,2963.235949,52.62280947,-1.953341257,345.2933642,0.956824174,0.509720369,0.991143124,0.86097439,0.516739197,0.509720369,-6.413990495,6.413990495,4.304065093,10.71805559,0,11,74,0,45164,0,0,74,0.27027027,-0.189523697,0.318248123,0,0,0,0,0,36.62333298,0.774872987,-10.62398815,4.907580243,0,0,0,0,0
28,3.321832725,0.101779359,0.1,0.098576512,0.001150408,0.0113879,87.8125,2805.001221,163.0465562,-3,475.1536194,0.979548161,0.196979366,0.905676724,0.953401815,0.722316845,0.102135456,-4.47520386,4.47520386,4.158883083,8.634086943,0,10,64,0,5620,0,0,64,0.65625,0.416008472,0.26107654,0,0,0,0,0,52.98114395,5.279426815,-1.30264461,11.07652983,0,0,0,0,0
285,2.546339744,0.309278351,0.125,0.020618557,0.097146488,0.144329897,6.928571429,80.79653752,68.26893775,55.74133799,12.52759976,0.559646074,0.419844419,0.607203068,0.583198041,0.520548519,0.314297307,-1.935653649,1.935653649,3.33220451,5.267858159,26,8,28,0,194,0,0,2,0.366666667,-0.862593642,-0.271029827,0,0,0,13,0.076923077,8.538741158,7.635972711,6.733204263,0.902768448,14,4.538461538,2,3.444402027,118
287,1.837603995,0.436509158,0.142857143,0.000769586,0.162816527,0.001693089,590.6363636,50.85797119,8.008491787,-0.532201838,13.88439053,0.642156271,0.468690233,0.629519593,0.53966645,0.45190139,0.436511607,-6.381200538,6.381200538,2.397895273,8.779095811,0,7,11,0,6497,0,0,11,0.818181818,-0.22380662,0.539481163,0,0,0,0,0,5.398581028,1.363109398,-0.001177259,1.402269636,0,0,0,0,0
292,0.991230899,0.555072464,0.5,0.444927536,0.055072464,0.020289855,49.28571429,213.108902,21.13253513,-1.991378068,54.95999719,0.792769456,0.854927536,0.826106443,0.857763975,0.799699184,0.675320911,-3.897634268,3.897634268,2.63905733,6.536691598,0,2,14,0,690,0,0,14,0.928571429,1.20146513,-0.928719938,0,0,0,0,0,13.11207581,1.673848507,-1.940494657,3.630658884,0,0,0,0,0
294,2.483295883,0.238228438,0.166666667,0.097280497,0.061923712,0.005594406,178.75,1.275418791,-0.154801896,-0.920006981,0.83343422,0.904133796,0.437917963,0.85954305,0.839646036,0.796903817,0.427977321,-5.185988182,5.185988182,3.583518938,8.76950712,0,6,36,0,6435,0,0,36,0.166666667,-1.030347228,-0.105660878,0,0,0,0,0,0.91849488,0.039845678,-0.674570203,0.557753558,0,0,0,0,0
298,0.326101655,0.940338017,0.5,0.059661983,0.440338017,0.008654042,115.5529412,1824.622594,141.6527559,-1.961058488,325.7788979,0.898591654,0.940338455,0.895136588,0.935451296,0.108838325,0.940338455,-4.74972879,4.74972879,4.442651256,9.192380047,0,2,85,0,9822,0,0,85,0.541176471,-0.206279516,-0.37938565,0,0,0,0,0,39.35499573,6.540488503,-0.707416594,9.004797905,0,0,0,0,0
3,0.998575539,0.522215269,0.5,0.477784731,0.022215269,0.01126408,88.77777778,0,0,0,0,0.91143298,0.660513656,0.995933575,0.941167588,0.624837629,0.53534781,-4.486136368,4.486136368,3.583518938,8.069655307,36,2,36,0,3196,0,0,0,0.328767123,-1.275638968,-0.177032091,0,0,0,0,0,0,0,0,0,3,2.027777778,2,0.16433555,73
30,0.635462826,0.897679518,0.2,0.005116024,0.349333177,0.001827151,547.3,4812.488855,652.2324741,0.690200695,1402.86426,0.965657477,0.931304924,0.962179288,0.944452056,0.902072498,0.897685655,-6.304997098,6.304997098,2.302585093,8.607582191,0,5,10,0,5473,0,0,10,0.7,108.0673141,8.055055618,0,0,0,0,0,67.40694427,14.70742156,-0.83448869,18.88525624,0,0,0,0,0
300,4.70043828,0.038476337,0.038461538,0.038219828,5.43E-05,0.079133,12.636953,136.4472476,3.602581009,-1.473574155,15.35575637,0.883676932,0.076952726,0.815054572,0.944849063,0.841353431,0.069386318,-2.536625299,2.536625299,6.424869024,8.961494323,0,26,617,0,7797,0,0,617,0.329011345,-1.211745501,-0.065991342,0,0,0,0,0,10.76982689,0.4419824,-2.366580486,1.809378988,0,0,0,0,0
307,3.459431619,0.090909091,0.090909091,0.090909091,0,0.012121212,82.5,0.145598958,-0.395105543,-0.762830068,0.258192191,0.991919192,0.174747475,0.84040404,0.672727273,0.348484848,0.073737374,-4.412798293,4.412798293,2.48490665,6.897704943,2,11,12,0,990,0,0,10,0.481481481,0.140496315,-0.84731234,0,0,0,0.2,5,0.356519192,0.091114666,-0.205782191,0.159641032,15,8.5,2,6.5,17
31,0.881290899,0.7,0.5,0.3,0.2,0.02,50,4.265163377,0.913668598,-1.380544929,1.776551664,0.693,0.7,0.677,0.75,0.682,0.7,-3.912023005,3.912023005,2.995732274,6.907755279,13,2,20,0,1000,0,0,7,0.524590164,1.085721184,-1.013128198,0,0,0,1.857142857,0.538461538,1.946702019,0.918997981,-0.53055076,0.903593896,10,4.153846154,2,1.955117696,54
310,0.15931642,0.976750425,0.5,0.023249575,0.476750425,0.000536529,1863.833333,163.2729187,62.7247354,-1.805196928,65.01642115,0.984708747,0.976750421,0.983098729,0.976124143,0.955646653,0.976750421,-7.530390578,7.530390578,1.791759469,9.322150047,0,2,6,0,11183,0,0,6,0.833333333,0.844016314,0.57294935,0,0,0,0,0,8.892772675,4.442679723,0.197188377,3.185447054,0,0,0,0,0
312,0.678018707,0.820938928,0.5,0.179061072,0.320938928,0.124221022,8.050167224,76.60158945,8.201882621,-0.614018563,13.74894453,0.844183499,0.820939897,0.926455454,0.98919603,0.856643819,0.820939897,-2.085692864,2.085692864,5.700443573,7.786136438,5,2,299,0,2407,0,0,294,0.5,1.631080332,-1.240648032,0,0,0,0.017006803,58.8,7.313399571,1.737666045,-0.798669263,1.858140971,2,2,2,0,10
313,4.692031508,0.103578154,0.020833333,0.001883239,0.025117916,0.190207156,5.257425743,295.9329238,8.640758833,-1.175909445,29.27156184,0.446598439,0.193533998,0.403314918,0.484557537,0.418407622,0.188576838,-1.659641504,1.659641504,4.615120517,6.274762021,1,48,101,0,531,0,0,100,0.067307692,6.37163743,2.394497594,0,0,0,0.01,100,15.45669282,1.1127969,-1.762298548,2.281663115,4,4,4,0,4
32,3.320771739,0.104075691,0.1,0.095978894,0.004003283,0.001455604,687,3.048814774,-0.501360846,-1.685572147,1.110762944,0.994089087,0.204149832,0.965057817,0.875999051,0.856979879,0.193226026,-6.532334292,6.532334292,2.772588722,9.304923014,0,10,16,0,10992,0,0,16,0.625,-0.861941814,0.635717332,0,0,0,0,0,0.948135257,-0.039190784,-1.490979552,0.654752286,0,0,0,0,0
329,1.515465636,0.40625,0.333333333,0.19375,0.098733297,0.025,40,-0.515433073,-0.756560924,-1.479944,0.417645414,0.758292484,0.431723856,0.823447712,0.512810458,0.681666667,0.326478758,-3.688879454,3.688879454,1.386294361,5.075173815,0,3,4,0,160,0,0,4,1,-0.341876507,-0.200201869,0,0,0,0,0,0.645898521,0.568636023,0.336848527,0.133822573,0,0,0,0,0
333,1,0.5,0.5,0.5,0,0.010791367,92.66666667,0,0,0,0,0.84537037,0.746362434,0.967526455,0.746362434,0.746362434,0.450066138,-4.529008825,4.529008825,1.791759469,6.320768294,6,2,6,0,556,0,0,0,0.647058824,-1.015806389,-0.010673847,0,0,0,0,0,0,0,0,0,4,2.833333333,2,0.687184271,17
334,0.927437318,0.657237937,0.5,0.342762063,0.157237937,0.009983361,100.1666667,0,0,0,0,0.7919473,0.657275632,0.98852459,0.614264611,0.525883579,0.657275632,-4.606835465,4.606835465,1.791759469,6.398594935,6,2,6,0,601,0,0,0,0.647058824,-1.020070662,0.000678738,0,0,0,0,0,0,0,0,0,4,2.833333333,2,0.687184271,17
335,0.998862151,0.519855596,0.5,0.480144404,0.019855596,0.010830325,92.33333333,0,0,0,0,0.839494949,0.760199615,0.969345839,0.963956229,0.942527658,0.483731361,-4.525405218,4.525405218,1.791759469,6.317164687,6,2,6,0,554,0,0,0,0.647058824,-1.043958621,0.008084003,0,0,0,0,0,0,0,0,0,4,2.833333333,2,0.687184271,17
336,0.733752409,0.794007491,0.5,0.205992509,0.294007491,0.082397004,12.13636364,0,0,0,0,0.739010989,0.794322344,0.729904355,0.8252035,0.560347985,0.794322344,-2.496206205,2.496206205,3.091042453,5.587248658,22,2,22,0,267,0,0,0,0.409090909,-0.450130108,-0.457851095,0,0,0,0,0,0,0,0,0,2,2,2,0,44
337,0.844612758,0.727793696,0.5,0.272206304,0.227793696,0.126074499,7.931818182,19.87695122,5.683276365,1.009775159,4.209667515,0.862922502,0.727964519,0.893394024,0.802464986,0.719463119,0.727964519,-2.070882288,2.070882288,3.784189634,5.855071922,0,2,44,0,349,0,0,44,0.568181818,4.206415653,-2.048295259,0,0,0,0,0,-0.894553602,-1.813168172,-3.251699924,0.609733717,0,0,0,0,0
338,1.924028358,0.316129032,0.25,0.122580645,0.075840761,0.051612903,19.375,-0.320851599,-0.79969402,-1.278536441,0.478842421,0.400422323,0.337088989,0.42066365,0.502845023,0.452796003,0.337648944,-2.963983575,2.963983575,2.079441542,5.043425117,6,4,8,0,155,0,0,2,0.5,-1.349080371,-0.245076943,0,0,0,3,0.333333333,0.58009516,0.397135926,0.214176691,0.182959234,21,7.666666667,3,6.155395104,46
339,1.584962501,0.333333333,0.333333333,0.333333333,0,0.611111111,1.636363636,4.855055494,-0.116089321,-3,1.420130464,0.566666667,0.666666667,0.733333333,0.616666667,0.816666667,0.533333333,-0.492476485,0.492476485,3.091042453,3.583518938,1,3,22,0,36,0,0,21,0.52,-0.962381457,-0.56485293,0,0,0,0.047619048,21,2.129628724,0.466678933,-0.482002251,0.598846351,4,4,4,0,4
343,1.312838536,0.603174603,0.25,0.015873016,0.233925121,0.492063492,2.032258065,43.76502989,7.050778913,-0.463743859,11.87434525,0.578214286,0.611428571,0.676666667,0.6925,0.542261905,0.608095238,-0.709147522,0.709147522,3.433987204,4.143134726,4,4,31,0,63,0,0,27,0.534883721,-0.944196877,-0.043143242,0,0,0,0.148148148,6.75,6.279502455,1.638755445,-0.308215622,1.688891889,7,4,3,1.732050808,16
346,1,0.5,0.5,0.5,0,0.08,12.5,6.936752641,4.016577539,1.096402438,2.920175101,0.166666667,0.641666667,0.608333333,0.591666667,0.566666667,0.375,-2.525728644,2.525728644,1.386294361,3.912023005,2,2,4,0,50,0,0,2,0.666666667,2.344877236,-1.665180434,0,0,0,1,1,2.614769315,2.114046864,1.613324413,0.500722451,5,5,5,0,10
36,2.807354922,0.142857143,0.142857143,0.142857143,2.78E-17,0.008225108,121.5789474,338.4846089,36.25067793,-3,87.96566331,0.966666667,0.285281385,0.963636364,0.916450216,0.797402597,0.285281385,-4.800563824,4.800563824,2.944438979,7.745002804,0,7,19,0,2310,0,0,19,0.526315789,-0.384954929,0.864197552,0,0,0,0,0,16.88995552,3.144128094,-0.884785771,4.646399689,0,0,0,0,0
37,0.933134317,0.651041667,0.5,0.348958333,0.151041667,0.010416667,96,7.159573994,2.749524261,-0.524494886,2.732333578,0.695420369,0.717447027,0.716285031,0.761756664,0.748684211,0.678349282,-4.564348191,4.564348191,2.079441542,6.643789733,0,2,8,0,768,0,0,8,1,0.839981556,0.180512741,0,0,0,0,0,2.267810345,0.528211827,-1.840005517,1.238665166,0,0,0,0,0
375,3.132069248,0.162031925,0.111111111,0.078506174,0.026021092,0.001405481,711.5,3.792741776,-0.037769336,-0.863969803,1.092217891,0.994780793,0.259616704,0.880944442,0.927222601,0.857940711,0.186126683,-6.567375418,6.567375418,2.63905733,9.206432747,0,9,14,0,9961,0,0,14,0.714285714,-1.117300153,-0.053707302,0,0,0,0,0,1.696630359,0.109820172,-0.377788186,0.504222525,0,0,0,0,0
377,2.584962501,0.166666667,0.166666667,0.166666667,0,0.1,10,0.583361725,-0.562755299,-1.214767456,0.592995673,0.973333333,0.331666667,0.92,0.975,0.945,0.306666667,-2.302585093,2.302585093,4.094344562,6.396929655,0,6,60,0,600,0,0,60,0.483333333,-0.873059034,0.024293406,0,0,0,0,0,0.931437373,0.03391965,-0.690259278,0.288004701,0,0,0,0,0
383,3.032582454,0.231884058,0.1,0.020289855,0.063513986,11.97246377,0.083524997,684.765768,245.9144774,-1.895689726,157.9811502,0.399050002,0.404903276,0.870019901,0.698668757,0.669510865,0.226832544,2.482609327,-2.482609327,9.019300925,6.536691598,0,10,8261,0,690,0,0,8261,0.04866239,150.5204163,11.3388052,0,0,0,0,0,26.20400429,14.21765344,-0.59322679,4.897838886,0,0,0,0,0
384,1.506996318,0.6875,0.166666667,0.011904762,0.236240294,23.51785714,0.042520881,330.8723384,124.3764644,-1.994891285,72.75050141,0.737510539,0.774894396,0.835104225,0.697429184,0.718670396,0.689170299,3.157760011,-3.157760011,8.974871171,5.81711116,0,6,7902,0,336,0,0,7902,0.019362187,86.79423523,-8.681409836,0,0,0,0,0,18.24302292,10.25369303,-0.107639633,3.195634033,0,0,0,0,0
385,2.227155826,0.379719525,0.142857143,0.002157497,0.123809758,10.92556634,0.091528436,921.9782341,321.3572312,-1.999883533,213.4625717,0.573914163,0.594462802,0.930324758,0.431632145,0.820903432,0.379822368,2.391105579,-2.391105579,9.223059144,6.831953566,0,7,10128,0,927,0,0,10128,0.047492101,475.4365234,19.41392136,0,0,0,0,0,30.39682007,16.21749983,0.010787695,5.691891951,0,0,0,0,0
386,3.209711995,0.17196057,0.1,0.058050383,0.040466639,3.395399781,0.294516129,893.6642766,258.7243744,2.468957774,179.5658054,0.177328223,0.278117699,0.728446024,0.626194148,0.614672541,0.169846595,1.22242151,-1.22242151,8.03915739,6.816735881,0,10,3100,0,913,0,0,3100,0.23483871,1.034240723,-0.703032076,0,0,0,0,0,29.81785011,14.40554718,1.497801065,5.548482706,0,0,0,0,0
387,2.70219994,0.31884058,0.111111111,0.014492754,0.092364769,15.52898551,0.064395707,408.9227481,155.6017021,-3,96.6197633,0.318654645,0.453942653,0.793558952,0.368678814,0.625950549,0.32890239,2.74270831,-2.74270831,8.768574284,6.025865974,0,9,6429,0,414,0,0,6429,0.030953492,106.1494675,9.43665123,0,0,0,0,0,20.27026176,11.40956722,-0.583770216,3.777001438,0,0,0,0,0
388,2.095822972,0.446078431,0.166666667,0.029411765,0.142185032,28.58823529,0.034979424,199.0026832,77.95910747,-1.943446279,44.20512998,0.584747475,0.633030303,0.929671717,0.55020202,0.596691919,0.45030303,3.35299528,-3.35299528,8.671115274,5.318119994,0,6,5832,0,204,0,0,5832,0.012860082,58.62774658,6.888007641,0,0,0,0,0,14.17750072,8.176197515,-0.420779049,2.381714615,0,0,0,0,0
